experiment_id,model,domain,metric,best_score,eval_score,best_iteration,run_completed,symfluence_version,code_commit,collected_at
bow_exp3_joint@SUMMA,SUMMA,domain_Bow_at_Banff_multivar,KGE,0.8626286646,0.841755568,50,2026-07-25T10:27:31Z,0.9.2,33d85017,2026-07-27T01:15:54Z
cal_ensemble_fuse_abc@FUSE,FUSE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.8705254329,0.8347307884,3,2026-07-23T18:36:58Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_fuse_basin_hopping@FUSE,FUSE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.8483252148,0.8599253506,17,2026-07-23T20:23:41Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_fuse_bayesian_opt@FUSE,FUSE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.835566928,0.8334803553,43,2026-07-23T21:39:18Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_fuse_cmaes@FUSE,FUSE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.9084271382,0.862923622,45,2026-07-23T22:44:24Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_fuse_dds@FUSE,FUSE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.909638056,0.8460569672,762,2026-07-23T23:45:01Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_fuse_de@FUSE,FUSE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.9084878086,0.8656107428,50,2026-07-24T01:33:18Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_fuse_dream@FUSE,FUSE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.872713008,0.8364937153,2,2026-07-24T02:48:52Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_fuse_ga@FUSE,FUSE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.8607053613,0.8309959988,50,2026-07-24T04:04:47Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_fuse_glue@FUSE,FUSE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.8514687723,0.8580605881,7,2026-07-24T05:04:41Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_fuse_moead@FUSE,FUSE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.8925115589,0.8443777244,20,2026-07-24T06:07:19Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_fuse_nelder_mead@FUSE,FUSE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.8950900937,0.8506163979,985,2026-07-24T07:56:02Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_fuse_nsga2@FUSE,FUSE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.8873907955,0.8502694686,20,2026-07-24T09:03:21Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_fuse_pso@FUSE,FUSE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.9103204608,0.8465498912,49,2026-07-24T10:08:53Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_fuse_sa@FUSE,FUSE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.8919300632,0.8449433638,41,2026-07-24T11:08:25Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_fuse_sceua@FUSE,FUSE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.8908180233,0.8412082529,5,2026-07-24T12:07:44Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_hbv_abc@HBV,HBV,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.8881216854,0.698920037,10,2026-07-21T20:09:07Z,0.9.2,a0acb3a1,2026-07-23T16:59:07Z
cal_ensemble_hbv_adam@HBV,HBV,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.9372688291,0.6852553932,152,2026-07-21T20:57:30Z,0.9.2,a0acb3a1,2026-07-23T16:59:07Z
cal_ensemble_hbv_basin_hopping@HBV,HBV,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.9004938171,0.8805386061,3,2026-07-21T21:51:59Z,0.9.2,a0acb3a1,2026-07-23T16:59:07Z
cal_ensemble_hbv_bayesian_opt@HBV,HBV,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.8918683442,0.7997949288,30,2026-07-21T22:11:22Z,0.9.2,a0acb3a1,2026-07-23T16:59:07Z
cal_ensemble_hbv_cmaes@HBV,HBV,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.9288707391,0.8145185643,50,2026-07-21T22:28:28Z,0.9.2,a0acb3a1,2026-07-23T16:59:07Z
cal_ensemble_hbv_dds@HBV,HBV,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.938338602,0.7808242677,863,2026-07-21T22:48:15Z,0.9.2,a0acb3a1,2026-07-23T16:59:07Z
cal_ensemble_hbv_de@HBV,HBV,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.9090824594,0.7647987587,30,2026-07-21T23:20:16Z,0.9.2,a0acb3a1,2026-07-23T16:59:07Z
cal_ensemble_hbv_dream@HBV,HBV,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.9078622031,0.8417065445,20,2026-07-21T23:52:17Z,0.9.2,a0acb3a1,2026-07-23T16:59:07Z
cal_ensemble_hbv_ga@HBV,HBV,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.9160708111,0.8051035446,50,2026-07-22T00:17:35Z,0.9.2,a0acb3a1,2026-07-23T16:59:07Z
cal_ensemble_hbv_glue@HBV,HBV,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.9070656464,0.7280802672,1,2026-07-22T00:53:04Z,0.9.2,a0acb3a1,2026-07-23T16:59:07Z
cal_ensemble_hbv_lbfgs@HBV,HBV,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.9067362436,0.8096874195,124,2026-07-23T12:08:43Z,0.9.2,a0acb3a1,2026-07-23T16:59:07Z
cal_ensemble_hbv_moead@HBV,HBV,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.9364038321,0.7931349067,20,2026-07-22T08:31:37Z,0.9.2,a0acb3a1,2026-07-23T16:59:07Z
cal_ensemble_hbv_nelder_mead@HBV,HBV,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.9422489631,0.7905074286,999,2026-07-23T12:51:44Z,0.9.2,a0acb3a1,2026-07-23T16:59:07Z
cal_ensemble_hbv_nsga2@HBV,HBV,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.890806599,0.8092327736,0,2026-07-22T09:47:09Z,0.9.2,a0acb3a1,2026-07-23T16:59:07Z
cal_ensemble_hbv_pso@HBV,HBV,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.9291632216,0.7862205915,45,2026-07-22T10:05:53Z,0.9.2,a0acb3a1,2026-07-23T16:59:07Z
cal_ensemble_hbv_sa@HBV,HBV,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.9157387057,0.7676863087,96,2026-07-22T10:24:46Z,0.9.2,a0acb3a1,2026-07-23T16:59:07Z
cal_ensemble_hbv_sceua@HBV,HBV,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.9161990751,0.7978076774,7,2026-07-22T10:41:52Z,0.9.2,a0acb3a1,2026-07-23T16:59:07Z
cal_ensemble_hechms_abc@HECHMS,HECHMS,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.8510982765,0.6582223248,14,2026-07-22T11:00:06Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_hechms_adam@HECHMS,HECHMS,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.8941685976,0.8263784574,329,2026-07-22T11:29:02Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_hechms_basin_hopping@HECHMS,HECHMS,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.7995767336,0.715163234,9,2026-07-22T11:58:58Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_hechms_bayesian_opt@HECHMS,HECHMS,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.658403621,0.5567688306,42,2026-07-22T12:23:52Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_hechms_cmaes@HECHMS,HECHMS,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.8794903533,0.7076436015,28,2026-07-22T12:40:00Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_hechms_dds@HECHMS,HECHMS,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.9069368006,0.7473945541,975,2026-07-22T13:00:37Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_hechms_de@HECHMS,HECHMS,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.9127300576,0.7478686265,49,2026-07-22T13:23:27Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_hechms_dream@HECHMS,HECHMS,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.8330178188,0.6511750477,7,2026-07-22T13:54:06Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_hechms_ga@HECHMS,HECHMS,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.8748222766,0.7239526265,50,2026-07-23T13:15:48Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_hechms_glue@HECHMS,HECHMS,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.7419960427,0.6795043638,4,2026-07-23T13:37:14Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_hechms_lbfgs@HECHMS,HECHMS,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.7979496571,0.6820365228,124,2026-07-24T09:13:22Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_hechms_moead@HECHMS,HECHMS,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.8956582026,0.7271042215,20,2026-07-24T09:43:07Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_hechms_nelder_mead@HECHMS,HECHMS,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.90069626,0.7656773216,996,2026-07-24T10:02:20Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_hechms_nsga2@HECHMS,HECHMS,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.8130252411,0.7021982142,20,2026-07-24T10:25:28Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_hechms_pso@HECHMS,HECHMS,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.8906191834,0.7579629299,50,2026-07-24T10:41:24Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_hechms_sa@HECHMS,HECHMS,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.7716538316,0.6083566077,95,2026-07-24T10:57:57Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_hechms_sceua@HECHMS,HECHMS,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.7602748487,0.657456391,0,2026-07-24T11:11:39Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_hype_abc@HYPE,HYPE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.686032621,0.3288983449,10,2026-07-24T19:34:03Z,0.9.2,93ec8019,2026-07-24T21:01:32Z
cal_ensemble_hype_basin_hopping@HYPE,HYPE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.3557054713,0.26343788,13,2026-07-25T12:51:50Z,0.9.2,33d85017,2026-07-27T01:15:54Z
cal_ensemble_hype_bayesian_opt@HYPE,HYPE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.4743792339,0.4007701624,44,2026-07-25T19:11:24Z,0.9.2,33d85017,2026-07-27T01:15:54Z
cal_ensemble_hype_cmaes@HYPE,HYPE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.6904051771,0.7231315348,32,2026-07-26T01:22:14Z,0.9.2,33d85017,2026-07-27T01:15:54Z
cal_ensemble_hype_dds@HYPE,HYPE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.849388947,0.7599212158,950,2026-07-26T07:12:47Z,0.9.2,33d85017,2026-07-27T01:15:54Z
cal_ensemble_hype_de@HYPE,HYPE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.8066611653,0.7086154469,45,2026-07-26T12:41:36Z,0.9.2,33d85017,2026-07-27T01:15:54Z
cal_ensemble_hype_dream@HYPE,HYPE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.3717111646,0.2445821511,5,2026-07-26T18:31:25Z,0.9.2,33d85017,2026-07-27T01:15:54Z
cal_ensemble_hype_ga@HYPE,HYPE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.826552264,0.820345965,50,2026-07-27T00:07:43Z,0.9.2,33d85017,2026-07-27T01:15:54Z
cal_ensemble_hype_glue@HYPE,HYPE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.3168848653,0.1355440367,1,2026-07-27T07:33:52Z,0.9.2,bd39d6e1,2026-07-27T17:53:39Z
cal_ensemble_hype_moead@HYPE,HYPE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.6276549394,0.6223902278,20,2026-07-27T14:07:49Z,0.9.2,bd39d6e1,2026-07-27T17:53:39Z
cal_ensemble_hype_nelder_mead@HYPE,HYPE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.7071441772,0.7603125191,1000,2026-07-27T23:26:48Z,0.9.2,d4a47893,2026-07-28T13:12:18Z
cal_ensemble_hype_nsga2@HYPE,HYPE,domain_Bow_at_Banff_lumped_calibration_ensemble,KGE,0.7520065282,0.7890710755,19,2026-07-28T08:20:03Z,0.9.2,d4a47893,2026-07-28T13:12:18Z
